Pairing Food,Grape,Popularity,Critics' Score,Avg. Price kr / 750ml,Wine,Region,Country,name_pair,sweetness,acidity,piquancy,fattiness,bitterness,Alcohol,Price_Review,Vintage,name_wine_review,sweetness_food,acidity_food,salinity_food,piquancy_food,fattiness_food,bitterness_food
beef and venison,Bordeaux Blend Red,37th,95 / 100,"2,052",Chateau Pichon-Longueville au Baron de Pichon-Longueville, Pauillac, France,Bordeaux Blend Red Chateau Pichon-Longueville au Baron de Pichon-Longueville Pauillac France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,14%,$184,2016.0,Bordeaux-style Red Blend ChÃ¢teau Pichon Longueville Pauillac France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Cabernet Sauvignon,39th,91 / 100,"1,026",Caymus Vineyards Cabernet Sauvignon, Napa Valley, USA,Cabernet Sauvignon Caymus Vineyards Cabernet Sauvignon Napa Valley USA,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,15%,$150,2015.0,Cabernet Sauvignon Sunshine Valley Vineyards Napa US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Tempranillo,40th,95 / 100,"5,502",Vega Sicilia Unico Gran Reserva, Ribera del Duero, Spain,Tempranillo Vega Sicilia Unico Gran Reserva Ribera del Duero Spain,-0.00015063133,-3.8609445,-5.6530304,-4.383264,27.357079,14%,$195,2012.0,Tempranillo Vega Sicilia Ribera del Duero Spain,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,42nd,95 / 100,"4,636",Chateau Angelus, Saint-Emilion Grand Cru, France,Bordeaux Blend Red Chateau Angelus Saint-Emilion Grand Cru France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14.5%,$400,2016.0,Bordeaux-style Red Blend ChÃ¢teau AngÃ©lus Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,43rd,94 / 100,"1,385",Chateau Leoville Poyferre, Saint-Julien, France,Bordeaux Blend Red Chateau Leoville Poyferre Saint-Julien France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,13.5%,,2016.0,Bordeaux-style Red Blend ChÃ¢teau LÃ©oville PoyferrÃ© Saint-Julien France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,45th,95 / 100,"3,051",Chateau Figeac, Saint-Emilion Grand Cru, France,Bordeaux Blend Red Chateau Figeac Saint-Emilion Grand Cru France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,,,2018.0,Bordeaux-style Red Blend ChÃ¢teau Figeac Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,49th,92 / 100,986,Chateau Talbot, Saint-Julien, France,Bordeaux Blend Red Chateau Talbot Saint-Julien France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,13.5%,$68,2016.0,Bordeaux-style Red Blend ChÃ¢teau Talbot Saint-Julien France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Cabernet Sauvignon,51st,97 / 100,"46,665",Screaming Eagle Cabernet Sauvignon, Napa Valley, USA,Cabernet Sauvignon Screaming Eagle Cabernet Sauvignon Napa Valley USA,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14.9%,$50,2011.0,Cabernet Sauvignon Eagle Eye Napa US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,52nd,95 / 100,"3,970",Chateau Pavie, Saint-Emilion Grand Cru, France,Bordeaux Blend Red Chateau Pavie Saint-Emilion Grand Cru France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14.5%,$429,2016.0,Bordeaux-style Red Blend ChÃ¢teau Pavie Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,53rd,96 / 100,"3,743",Dominus Estate Christian Moueix, Napa Valley, USA,Bordeaux Blend Red Dominus Estate Christian Moueix Napa Valley USA,-0.00015063133,-3.8609445,53.069004,-4.383264,-10.966054,14.5%,$69,2014.0,Bordeaux-style Red Blend Dominus Napa US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,54th,94 / 100,"1,559",Chateau Smith Haut Lafitte, Pessac-Leognan, France,Bordeaux Blend Red Chateau Smith Haut Lafitte Pessac-Leognan France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,27.357079,,,2018.0,Bordeaux-style Red Blend ChÃ¢teau Smith Haut Lafitte Pessac-LÃ©ognan France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,55th,97 / 100,"16,132",Harlan Estate, Napa Valley, USA,Bordeaux Blend Red Harlan Estate Napa Valley USA,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,15.5%,$45,2015.0,Bordeaux-style Red Blend Hall Napa US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,66th,94 / 100,"3,344",Joseph Phelps Vineyards Insignia, Napa Valley, USA,Bordeaux Blend Red Joseph Phelps Vineyards Insignia Napa Valley USA,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14.5%,$275,2015.0,Bordeaux-style Red Blend Joseph Phelps Napa US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,67th,95 / 100,"1,772",Chateau Canon, Saint-Emilion Grand Cru, France,Bordeaux Blend Red Chateau Canon Saint-Emilion Grand Cru France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,14%,$129,2016.0,Bordeaux-style Red Blend ChÃ¢teau Canon Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,68th,94 / 100,"1,679",Chateau Calon-Segur, Saint-Estephe, France,Bordeaux Blend Red Chateau Calon-Segur Saint-Estephe France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,27.357079,14%,$154,2016.0,Bordeaux-style Red Blend ChÃ¢teau Calon SÃ©gur Saint-EstÃ¨phe France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,72nd,94 / 100,"1,412",Sena, Aconcagua Valley, Chile,Bordeaux Blend Red Sena Aconcagua Valley Chile,-0.00015063133,-0.0009718092,53.069004,-4.383264,-10.966054,14.9%,$60,2014.0,Bordeaux-style Red Blend Serca Uco Valley Argentina,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,74th,95 / 100,"3,330",Vieux Chateau Certan, Pomerol, France,Bordeaux Blend Red Vieux Chateau Certan Pomerol France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,14%,$350,2016.0,Bordeaux-style Red Blend Vieux ChÃ¢teau Certan Pomerol France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Sangiovese,76th,95 / 100,"1,865",Fontodi Flaccianello della Pieve Colli della Toscana Centrale IGT, Tuscany, Italy,Sangiovese Fontodi Flaccianello della Pieve Colli della Toscana Centrale IGT Tuscany Italy,-0.00015063133,-3.8609536,-5.6530304,-4.383264,-10.966054,14.5%,,2014.0,Sangiovese Fontodi Colli della Toscana Centrale Italy,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,77th,94 / 100,933,Domaine de Chevalier, Pessac-Leognan, France,Bordeaux Blend Red Domaine de Chevalier Pessac-Leognan France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,27.357079,13.5%,$75,2016.0,Bordeaux-style Red Blend Domaine de Chevalier Pessac-LÃ©ognan France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,78th,93 / 100,"1,239",Chateau Pape Clement, Pessac-Leognan, France,Bordeaux Blend Red Chateau Pape Clement Pessac-Leognan France,-27.316847,-0.0009718092,-5.6530304,-4.383264,-10.966054,14%,$130,2016.0,Bordeaux-style Red Blend ChÃ¢teau Pape ClÃ©ment Pessac-LÃ©ognan France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,80th,92 / 100,866,Chateau Giscours, Margaux, France,Bordeaux Blend Red Chateau Giscours Margaux France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,27.357079,14%,$75,2016.0,Bordeaux-style Red Blend ChÃ¢teau Giscours Margaux France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,82nd,94 / 100,"1,345",Chateau Rauzan-Segla, Margaux, France,Bordeaux Blend Red Chateau Rauzan-Segla Margaux France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14%,$99,2016.0,Bordeaux-style Red Blend ChÃ¢teau Rauzan-SÃ©gla Margaux France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,85th,91 / 100,"1,012",Chateau Lascombes, Margaux, France,Bordeaux Blend Red Chateau Lascombes Margaux France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,13.5%,$90,2016.0,Bordeaux-style Red Blend ChÃ¢teau Lascombes Margaux France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Cabernet Franc - Merlot,86th,96 / 100,"11,630",Chateau Lafleur, Pomerol, France,Cabernet Franc - Merlot Chateau Lafleur Pomerol France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,27.357079,14%,$65,2014.0,Merlot ChÃ¢teau Fayat Pomerol France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,87th,94 / 100,"1,399",Chateau Troplong Mondot, Saint-Emilion Grand Cru, France,Bordeaux Blend Red Chateau Troplong Mondot Saint-Emilion Grand Cru France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,15.5%,$148,2016.0,Bordeaux-style Red Blend ChÃ¢teau Troplong Mondot Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,88th,91 / 100,"4,050",Chateau Lafite Rothschild 'Carruades de Lafite', Pauillac, France,Bordeaux Blend Red Chateau Lafite Rothschild 'Carruades de Lafite' Pauillac France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,,,2008.0,Bordeaux-style Red Blend Carruades de Lafite Pauillac France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,89th,93 / 100,"1,425",Chateau Beychevelle, Saint-Julien, France,Bordeaux Blend Red Chateau Beychevelle Saint-Julien France,-27.316847,-3.8609445,-5.6530304,-4.383264,-10.966054,14%,$100,2016.0,Bordeaux-style Red Blend ChÃ¢teau Beychevelle Saint-Julien France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,91st,93 / 100,999,Chateau Grand-Puy-Lacoste, Pauillac, France,Bordeaux Blend Red Chateau Grand-Puy-Lacoste Pauillac France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,27.357079,13.5%,$60,2014.0,Bordeaux-style Red Blend ChÃ¢teau Grand-Puy-Lacoste Pauillac France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,93rd,93 / 100,"1,932",Vina Almaviva, Puente Alto, Chile,Bordeaux Blend Red Vina Almaviva Puente Alto Chile,-27.316847,-0.0009718092,-5.6530304,-4.383264,27.357079,14.5%,$75,2003.0,Bordeaux-style Red Blend Almaviva none Chile,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,94th,96 / 100,"8,406",Chateau Ausone, Saint-Emilion, France,Bordeaux Blend Red Chateau Ausone Saint-Emilion France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,-10.966054,14%,$831,2016.0,Bordeaux-style Red Blend ChÃ¢teau Ausone Saint-Ãmilion France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Cabernet Franc - Merlot,95th,94 / 100,"2,758",Chateau La Fleur-Petrus, Pomerol, France,Cabernet Franc - Merlot Chateau La Fleur-Petrus Pomerol France,-0.00015063133,-3.8609445,-5.6530304,-4.383264,27.357079,14%,$65,2014.0,Merlot ChÃ¢teau Fayat Pomerol France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,96th,93 / 100,999,Chateau Brane-Cantenac, Margaux, France,Bordeaux Blend Red Chateau Brane-Cantenac Margaux France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,14%,$90,2016.0,Bordeaux-style Red Blend ChÃ¢teau Brane-Cantenac Margaux France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Sangiovese,98th,95 / 100,"3,610",Montevertine Le Pergole Torte Toscana IGT, Tuscany, Italy,Sangiovese Montevertine Le Pergole Torte Toscana IGT Tuscany Italy,-27.316847,-0.0009718092,-5.6530304,-4.383264,-10.966054,13%,$46,1999.0,Sangiovese Le Fonti Toscana Italy,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,99th,92 / 100,786,Chateau Branaire-Ducru, Saint-Julien, France,Bordeaux Blend Red Chateau Branaire-Ducru Saint-Julien France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,13.5%,$69,2016.0,Bordeaux-style Red Blend ChÃ¢teau Branaire-Ducru Saint-Julien France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,102nd,95 / 100,"2,997",Ridge Vineyards Monte Bello, Santa Cruz Mountains, USA,Bordeaux Blend Red Ridge Vineyards Monte Bello Santa Cruz Mountains USA,-27.316847,-3.8609445,53.069004,-4.383264,27.357079,14%,$65,2015.0,Bordeaux-style Red Blend Keswick Vineyards Monticello US,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
beef and venison,Bordeaux Blend Red,104th,91 / 100,"1,092",Chateau Duhart-Milon, Pauillac, France,Bordeaux Blend Red Chateau Duhart-Milon Pauillac France,-0.00015063133,-0.0009718092,-5.6530304,-4.383264,-10.966054,13.5%,$80,2016.0,Bordeaux-style Red Blend ChÃ¢teau Duhart-Milon Pauillac France,0.14189681132049217,0.3181446620030892,0.6552644575786216,0.4730964736715084,0.42086276068404743,0.2282057906088553
